"Notes"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Pre-pregnancy Weight"	"Mother's Pre-pregnancy Weight Code"	"Mother's Weight Gain"	"Mother's Weight Gain Code"	Births
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"76 lbs"	"76"	39
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"77 lbs"	"77"	28
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"78 lbs"	"78"	27
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"79 lbs"	"79"	24
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"80 lbs"	"80"	44
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"81 lbs"	"81"	18
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"82 lbs"	"82"	22
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"83 lbs"	"83"	23
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"84 lbs"	"84"	15
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"85 lbs"	"85"	17
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"86 lbs"	"86"	9
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"87 lbs"	"87"	16
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"88 lbs"	"88"	15
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"89 lbs"	"89"	9
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"90 lbs"	"90"	17
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"91 lbs"	"91"	8
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"92 lbs"	"92"	10
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"93 lbs"	"93"	5
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"94 lbs"	"94"	4
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"95 lbs"	"95"	11
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"96 lbs"	"96"	4
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"97 lbs"	"97"	2
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"98 or more"	"98"	73
	"15-19 years"	"15-19"	" 75 - 124 lbs"	"2"	"Unknown or Not Stated"	"99"	393
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"0 lbs"	"0"	1996
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"1 lbs"	"1"	280
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"2 lbs"	"2"	318
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"3 lbs"	"3"	327
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"4 lbs"	"4"	381
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"5 lbs"	"5"	520
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"6 lbs"	"6"	481
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"7 lbs"	"7"	547
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"8 lbs"	"8"	607
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"9 lbs"	"9"	603
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"10 lbs"	"10"	1113
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"11 lbs"	"11"	833
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"12 lbs"	"12"	858
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"13 lbs"	"13"	964
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"14 lbs"	"14"	1006
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"15 lbs"	"15"	1594
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"16 lbs"	"16"	1204
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"17 lbs"	"17"	1252
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"18 lbs"	"18"	1487
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"19 lbs"	"19"	1322
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"20 lbs"	"20"	2870
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"21 lbs"	"21"	1498
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"22 lbs"	"22"	1870
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"23 lbs"	"23"	1752
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"24 lbs"	"24"	1768
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"25 lbs"	"25"	2291
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"26 lbs"	"26"	1816
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"27 lbs"	"27"	1750
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"28 lbs"	"28"	1946
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"29 lbs"	"29"	1753
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"30 lbs"	"30"	3065
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"31 lbs"	"31"	1723
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"32 lbs"	"32"	1813
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"33 lbs"	"33"	1868
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"34 lbs"	"34"	1665
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"35 lbs"	"35"	2249
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"36 lbs"	"36"	1524
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"37 lbs"	"37"	1566
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"38 lbs"	"38"	1533
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"39 lbs"	"39"	1430
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"40 lbs"	"40"	2248
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"41 lbs"	"41"	1344
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"42 lbs"	"42"	1363
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"43 lbs"	"43"	1222
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"44 lbs"	"44"	1239
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"45 lbs"	"45"	1467
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"46 lbs"	"46"	1087
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"47 lbs"	"47"	953
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"48 lbs"	"48"	1000
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"49 lbs"	"49"	816
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"50 lbs"	"50"	1356
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"51 lbs"	"51"	693
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"52 lbs"	"52"	677
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"53 lbs"	"53"	729
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"54 lbs"	"54"	568
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"55 lbs"	"55"	797
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"56 lbs"	"56"	527
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"57 lbs"	"57"	465
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"58 lbs"	"58"	456
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"59 lbs"	"59"	398
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"60 lbs"	"60"	646
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"61 lbs"	"61"	317
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"62 lbs"	"62"	367
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"63 lbs"	"63"	280
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"64 lbs"	"64"	229
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"65 lbs"	"65"	313
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"66 lbs"	"66"	215
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"67 lbs"	"67"	208
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"68 lbs"	"68"	221
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"69 lbs"	"69"	153
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"70 lbs"	"70"	266
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"71 lbs"	"71"	133
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"72 lbs"	"72"	140
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"73 lbs"	"73"	107
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"74 lbs"	"74"	82
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"75 lbs"	"75"	139
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"76 lbs"	"76"	86
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"77 lbs"	"77"	77
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"78 lbs"	"78"	53
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"79 lbs"	"79"	66
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"80 lbs"	"80"	113
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"81 lbs"	"81"	59
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"82 lbs"	"82"	30
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"83 lbs"	"83"	35
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"84 lbs"	"84"	43
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"85 lbs"	"85"	39
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"86 lbs"	"86"	22
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"87 lbs"	"87"	21
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"88 lbs"	"88"	27
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"89 lbs"	"89"	9
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"90 lbs"	"90"	53
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"91 lbs"	"91"	12
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"92 lbs"	"92"	21
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"93 lbs"	"93"	14
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"94 lbs"	"94"	14
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"95 lbs"	"95"	16
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"96 lbs"	"96"	8
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"97 lbs"	"97"	9
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"98 or more"	"98"	134
	"15-19 years"	"15-19"	"125 - 174 lbs"	"3"	"Unknown or Not Stated"	"99"	699
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"0 lbs"	"0"	1487
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"1 lbs"	"1"	190
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"2 lbs"	"2"	200
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"3 lbs"	"3"	191
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"4 lbs"	"4"	229
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"5 lbs"	"5"	295
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"6 lbs"	"6"	267
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"7 lbs"	"7"	273
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"8 lbs"	"8"	306
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"9 lbs"	"9"	298
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"10 lbs"	"10"	466
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"11 lbs"	"11"	368
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"12 lbs"	"12"	393
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"13 lbs"	"13"	406
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"14 lbs"	"14"	439
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"15 lbs"	"15"	563
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"16 lbs"	"16"	505
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"17 lbs"	"17"	448
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"18 lbs"	"18"	537
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"19 lbs"	"19"	507
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"20 lbs"	"20"	862
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"21 lbs"	"21"	522
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"22 lbs"	"22"	575
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"23 lbs"	"23"	580
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"24 lbs"	"24"	569
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"25 lbs"	"25"	638
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"26 lbs"	"26"	560
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"27 lbs"	"27"	507
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"28 lbs"	"28"	545
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"29 lbs"	"29"	528
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"30 lbs"	"30"	903
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"31 lbs"	"31"	465
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"32 lbs"	"32"	453
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"33 lbs"	"33"	476
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"34 lbs"	"34"	440
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"35 lbs"	"35"	586
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"36 lbs"	"36"	473
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"37 lbs"	"37"	386
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"38 lbs"	"38"	392
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"39 lbs"	"39"	347
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"40 lbs"	"40"	639
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"41 lbs"	"41"	310
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"42 lbs"	"42"	336
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"43 lbs"	"43"	337
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"44 lbs"	"44"	323
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"45 lbs"	"45"	370
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"46 lbs"	"46"	248
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"47 lbs"	"47"	235
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"48 lbs"	"48"	234
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"49 lbs"	"49"	230
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"50 lbs"	"50"	382
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"51 lbs"	"51"	195
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"52 lbs"	"52"	182
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"53 lbs"	"53"	178
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"54 lbs"	"54"	136
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"55 lbs"	"55"	185
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"56 lbs"	"56"	123
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"57 lbs"	"57"	110
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"58 lbs"	"58"	114
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"59 lbs"	"59"	104
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"60 lbs"	"60"	177
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"61 lbs"	"61"	85
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"62 lbs"	"62"	92
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"63 lbs"	"63"	83
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"64 lbs"	"64"	73
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"65 lbs"	"65"	92
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"66 lbs"	"66"	63
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"67 lbs"	"67"	42
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"68 lbs"	"68"	66
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"69 lbs"	"69"	51
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"70 lbs"	"70"	100
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"71 lbs"	"71"	39
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"72 lbs"	"72"	34
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"73 lbs"	"73"	40
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"74 lbs"	"74"	32
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"75 lbs"	"75"	45
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"76 lbs"	"76"	33
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"77 lbs"	"77"	16
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"78 lbs"	"78"	23
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"79 lbs"	"79"	14
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"80 lbs"	"80"	52
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"81 lbs"	"81"	17
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"82 lbs"	"82"	16
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"83 lbs"	"83"	15
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"84 lbs"	"84"	12
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"85 lbs"	"85"	16
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"86 lbs"	"86"	12
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"87 lbs"	"87"	15
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"88 lbs"	"88"	12
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"89 lbs"	"89"	7
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"90 lbs"	"90"	15
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"91 lbs"	"91"	6
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"92 lbs"	"92"	4
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"93 lbs"	"93"	6
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"94 lbs"	"94"	4
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"95 lbs"	"95"	12
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"96 lbs"	"96"	4
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"97 lbs"	"97"	6
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"98 or more"	"98"	48
	"15-19 years"	"15-19"	"175 - 224 lbs"	"4"	"Unknown or Not Stated"	"99"	336
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"0 lbs"	"0"	606
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"1 lbs"	"1"	63
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"2 lbs"	"2"	61
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"3 lbs"	"3"	77
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"4 lbs"	"4"	78
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"5 lbs"	"5"	82
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"6 lbs"	"6"	95
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"7 lbs"	"7"	85
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"8 lbs"	"8"	91
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"9 lbs"	"9"	98
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"10 lbs"	"10"	169
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"11 lbs"	"11"	103
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"12 lbs"	"12"	107
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"13 lbs"	"13"	118
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"14 lbs"	"14"	104
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"15 lbs"	"15"	153
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"16 lbs"	"16"	88
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"17 lbs"	"17"	125
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"18 lbs"	"18"	115
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"19 lbs"	"19"	135
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"20 lbs"	"20"	253
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"21 lbs"	"21"	133
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"22 lbs"	"22"	139
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"23 lbs"	"23"	117
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"24 lbs"	"24"	114
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"25 lbs"	"25"	150
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"26 lbs"	"26"	93
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"27 lbs"	"27"	106
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"28 lbs"	"28"	112
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"29 lbs"	"29"	120
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"30 lbs"	"30"	198
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"31 lbs"	"31"	90
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"32 lbs"	"32"	109
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"33 lbs"	"33"	88
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"34 lbs"	"34"	83
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"35 lbs"	"35"	101
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"36 lbs"	"36"	87
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"37 lbs"	"37"	62
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"38 lbs"	"38"	72
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"39 lbs"	"39"	63
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"40 lbs"	"40"	92
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"41 lbs"	"41"	44
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"42 lbs"	"42"	60
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"43 lbs"	"43"	47
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"44 lbs"	"44"	47
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"45 lbs"	"45"	61
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"46 lbs"	"46"	45
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"47 lbs"	"47"	34
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"48 lbs"	"48"	52
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"49 lbs"	"49"	35
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"50 lbs"	"50"	55
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"51 lbs"	"51"	39
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"52 lbs"	"52"	42
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"53 lbs"	"53"	28
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"54 lbs"	"54"	30
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"55 lbs"	"55"	39
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"56 lbs"	"56"	10
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"57 lbs"	"57"	15
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"58 lbs"	"58"	15
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"59 lbs"	"59"	15
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"60 lbs"	"60"	21
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"61 lbs"	"61"	15
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"62 lbs"	"62"	18
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"63 lbs"	"63"	12
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"64 lbs"	"64"	8
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"65 lbs"	"65"	12
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"66 lbs"	"66"	15
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"67 lbs"	"67"	11
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"68 lbs"	"68"	8
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"69 lbs"	"69"	10
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"70 lbs"	"70"	9
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"71 lbs"	"71"	6
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"72 lbs"	"72"	8
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"73 lbs"	"73"	2
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"74 lbs"	"74"	4
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"75 lbs"	"75"	6
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"76 lbs"	"76"	9
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"77 lbs"	"77"	4
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"78 lbs"	"78"	10
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"80 lbs"	"80"	3
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"81 lbs"	"81"	1
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"82 lbs"	"82"	4
	"15-19 years"	"15-19"	"225 - 274 lbs"	"5"	"83 lbs"	"83"	4
